Gene name,Gene type,Chromosome/scaffold name,Strand,Transcript count
RNU5E-6P,snRNA,1,-1,1
AL136380.1,processed_pseudogene,1,-1,1
EIF2B3,protein_coding,1,-1,10
RNA5SP47,rRNA_pseudogene,1,1,1
CCNB1IP1P1,processed_pseudogene,1,1,1
PPIAP35,processed_pseudogene,1,-1,1
MRPS17P1,processed_pseudogene,1,-1,1
HECTD3,protein_coding,1,-1,7
UROD,protein_coding,1,1,27
ZSWIM5,protein_coding,1,-1,2
OSTCP5,processed_pseudogene,1,-1,1
LINC01144,lncRNA,1,1,1
HPDL,protein_coding,1,1,1
MUTYH,protein_coding,1,-1,47
AL451136.1,protein_coding,1,-1,1
TOE1,protein_coding,1,1,5
TESK2,protein_coding,1,-1,4
PPIAP36,processed_pseudogene,1,1,1
CCDC163,protein_coding,1,-1,8
MMACHC,protein_coding,1,1,3
PRDX1,protein_coding,1,-1,6
HMGB1P48,unprocessed_pseudogene,1,1,1
AKR1A1,protein_coding,1,1,14
AL355480.3,pseudogene,1,-1,1
AL355480.1,pseudogene,1,-1,1
NASP,protein_coding,1,1,25
AL355480.2,pseudogene,1,-1,1
AL355480.4,pseudogene,1,-1,1
CCDC17,protein_coding,1,-1,9
GPBP1L1,protein_coding,1,-1,14
RPS15AP10,processed_pseudogene,1,-1,1
AL604028.2,processed_pseudogene,1,-1,1
TMEM69,protein_coding,1,1,2
IPP,protein_coding,1,-1,4
AL604028.1,lncRNA,1,-1,1
AL603882.1,processed_pseudogene,1,1,1
MAST2,protein_coding,1,1,11
TMA16P2,processed_pseudogene,1,-1,1
PIK3R3,protein_coding,1,-1,7
P3R3URF-PIK3R3,protein_coding,1,-1,1
AL358075.1,lncRNA,1,1,1
AL358075.3,processed_pseudogene,1,1,1
AL358075.2,lncRNA,1,1,1
TSPAN1,protein_coding,1,1,9
P3R3URF,protein_coding,1,-1,1
POMGNT1,protein_coding,1,-1,10
LURAP1,protein_coding,1,1,1
RAD54L,protein_coding,1,1,21
LRRC41,protein_coding,1,-1,8
UQCRH,protein_coding,1,1,5
NSUN4,protein_coding,1,1,9
AL122001.1,processed_pseudogene,1,1,1
FAAH,protein_coding,1,1,6
FAAHP1,transcribed_unprocessed_pseudogene,1,1,7
LINC01398,lncRNA,1,-1,4
DMBX1,protein_coding,1,1,2
TMEM275,protein_coding,1,-1,1
MKNK1-AS1,lncRNA,1,1,2
KNCN,protein_coding,1,-1,4
MKNK1,protein_coding,1,-1,31
MOB3C,protein_coding,1,-1,4
ATPAF1,protein_coding,1,-1,14
NENFP1,processed_pseudogene,1,-1,1
TEX38,protein_coding,1,1,4
EFCAB14-AS1,lncRNA,1,1,2
EFCAB14,protein_coding,1,-1,15
AL593856.1,processed_pseudogene,1,1,1
CYP4B1,protein_coding,1,1,15
CYP4Z2P,transcribed_unprocessed_pseudogene,1,-1,2
AL731892.1,processed_pseudogene,1,1,1
CYP4A11,protein_coding,1,-1,9
CYP4A26P,unprocessed_pseudogene,1,-1,1
CYP4A43P,unprocessed_pseudogene,1,-1,1
CYP4A27P,unprocessed_pseudogene,1,-1,1
CYP4A44P,unprocessed_pseudogene,1,-1,1
CYP4X1,protein_coding,1,1,2
CYP4Z1,protein_coding,1,1,2
AL450996.1,processed_pseudogene,1,-1,1
CYP4A22-AS1,lncRNA,1,-1,1
CYP4A22,protein_coding,1,1,7
MTND1P34,transcribed_processed_pseudogene,1,-1,1
LINC00853,lncRNA,1,1,1
PDZK1IP1,protein_coding,1,-1,4
TAL1,protein_coding,1,-1,6
AL135960.1,lncRNA,1,1,1
STIL,protein_coding,1,-1,9
CMPK1,protein_coding,1,1,5
LINC01389,lncRNA,1,-1,1
FOXE3,protein_coding,1,1,1
FOXD2-AS1,lncRNA,1,-1,1
FOXD2,protein_coding,1,1,1
AL356458.1,processed_pseudogene,1,-1,1
RPL21P24,processed_pseudogene,1,-1,1
ATP6V0E1P4,processed_pseudogene,1,1,1
LINC01738,lncRNA,1,1,1
TRABD2B,protein_coding,1,-1,2
AL691459.1,lncRNA,1,-1,1
AC096541.1,lncRNA,1,1,1
LINC02794,lncRNA,1,1,3
AL356289.1,lncRNA,1,-1,1
CYP46A4P,processed_pseudogene,1,1,1
SKINT1L,transcribed_unprocessed_pseudogene,1,-1,4
AL356289.2,TEC,1,1,2
AL109659.1,lncRNA,1,1,1
SLC5A9,protein_coding,1,1,10
AL109659.2,lncRNA,1,-1,1
AL109659.3,TEC,1,-1,1
SPATA6,protein_coding,1,-1,11
PPP1R8P1,processed_pseudogene,1,-1,1
RNU6-723P,snRNA,1,1,1
AL356968.2,processed_pseudogene,1,1,1
RNU4-61P,snRNA,1,1,1
AL356968.1,processed_pseudogene,1,-1,1
AGBL4,protein_coding,1,-1,6
AL391844.1,lncRNA,1,1,1
BEND5,protein_coding,1,-1,6
AL645507.1,lncRNA,1,1,1
AC099788.1,lncRNA,1,1,1
AGBL4-AS1,lncRNA,1,1,1
AGBL4-IT1,lncRNA,1,-1,1
AL390023.1,processed_pseudogene,1,-1,1
ZNF859P,unprocessed_pseudogene,1,1,1
AL645730.1,TEC,1,1,1
MTND2P29,processed_pseudogene,1,1,1
ELAVL4,protein_coding,1,1,19
AL583843.1,processed_pseudogene,1,1,1
ELAVL4-AS1,lncRNA,1,-1,1
AL592182.1,lncRNA,1,-1,1
LINC02808,lncRNA,1,-1,9
AL592182.2,lncRNA,1,1,1
AL596275.1,processed_pseudogene,1,1,1
HMGB1P45,processed_pseudogene,1,-1,1
FCF1P6,processed_pseudogene,1,-1,1
DMRTA2,protein_coding,1,-1,2
AL049637.1,lncRNA,1,1,1
FAF1,protein_coding,1,-1,5
FAF1-AS1,lncRNA,1,1,1
RNU6-1026P,snRNA,1,1,1
PHBP12,processed_pseudogene,1,1,1
MRPS6P2,processed_pseudogene,1,1,1
CDKN2C,protein_coding,1,1,3
MIR4421,miRNA,1,1,1
MIR6500,miRNA,1,1,1
C1orf185,protein_coding,1,1,5
Y_RNA,misc_RNA,1,1,1
CFL1P2,processed_pseudogene,1,-1,1
LINC01562,lncRNA,1,-1,1
RNF11,protein_coding,1,1,3
AL162430.1,processed_pseudogene,1,-1,1
AL162430.2,lncRNA,1,-1,1
TTC39A,protein_coding,1,-1,18
TTC39A-AS1,lncRNA,1,1,2
EPS15,protein_coding,1,-1,9
AL671986.1,processed_pseudogene,1,1,1
RNU6-877P,snRNA,1,1,1
AC104170.1,lncRNA,1,1,1
EPS15-AS1,lncRNA,1,1,2
RNU6-1281P,snRNA,1,-1,1
CALR4P,transcribed_unitary_pseudogene,1,-1,4
OSBPL9,protein_coding,1,1,27
GAPDHP51,processed_pseudogene,1,-1,1
SLC25A6P3,processed_pseudogene,1,1,1
AL050343.1,snoRNA,1,-1,1
NRDC,protein_coding,1,-1,14
AL050343.2,lncRNA,1,1,4
AL050343.3,lncRNA,1,1,1
MIR761,miRNA,1,-1,1
TSEN15P2,processed_pseudogene,1,1,1
RAB3B,protein_coding,1,-1,1
RNA5SP48,rRNA_pseudogene,1,1,1
AL445685.2,processed_pseudogene,1,1,1
RN7SL290P,misc_RNA,1,1,1
TXNDC12,protein_coding,1,-1,5
AL445685.3,protein_coding,1,-1,1
KTI12,protein_coding,1,-1,1
AL445685.1,lncRNA,1,1,1
TXNDC12-AS1,lncRNA,1,1,1
BTF3L4,protein_coding,1,1,8
ZFYVE9,protein_coding,1,1,5
RN7SL788P,misc_RNA,1,1,1
AL139156.2,processed_pseudogene,1,-1,1
AL139156.1,processed_pseudogene,1,-1,1
PDCL3P6,processed_pseudogene,1,1,1
AL139156.3,processed_pseudogene,1,-1,1
DNAJC19P7,processed_pseudogene,1,-1,1
ANAPC10P1,processed_pseudogene,1,1,1
CC2D1B,protein_coding,1,-1,11
AL513218.1,lncRNA,1,1,1
AL513218.2,lncRNA,1,1,1
PLA2G12AP1,processed_pseudogene,1,1,1
ORC1,protein_coding,1,-1,2
PRPF38A,protein_coding,1,1,3
TUT4,protein_coding,1,-1,21
AL591167.1,lncRNA,1,1,1
EEF1GP7,processed_pseudogene,1,1,1
GPX7,protein_coding,1,1,2
SHISAL2A,protein_coding,1,1,4
COA7,protein_coding,1,-1,2
NDUFS5P3,processed_pseudogene,1,1,1
RN7SL62P,misc_RNA,1,1,1
ZYG11B,protein_coding,1,1,2
RNU2-30P,snRNA,1,1,1
RPS13P2,processed_pseudogene,1,-1,1
RNU6-969P,snRNA,1,-1,1
ZYG11A,protein_coding,1,1,3
AC099677.3,lncRNA,1,-1,1
ECHDC2,protein_coding,1,-1,26
AC099677.1,processed_pseudogene,1,1,1
AC099677.2,processed_pseudogene,1,-1,1
SCP2,protein_coding,1,1,16
AC099677.4,miRNA,1,1,1
AC099677.6,miRNA,1,1,1
AC099677.5,miRNA,1,1,1
H3P2,processed_pseudogene,1,-1,1
RRAS2P1,processed_pseudogene,1,-1,1
TUBBP10,processed_pseudogene,1,1,1
PODN,protein_coding,1,1,9
AL445183.1,lncRNA,1,-1,1
HIGD1AP11,processed_pseudogene,1,-1,1
SLC1A7,protein_coding,1,-1,7
AL445183.2,lncRNA,1,1,1
AL606760.4,unprocessed_pseudogene,1,1,1
CPT2,protein_coding,1,1,12
AL606760.2,lncRNA,1,-1,2
CZIB,protein_coding,1,-1,7
AL606760.3,lncRNA,1,1,1
MAGOH,protein_coding,1,-1,4
AL606760.1,lncRNA,1,1,3
LRP8,protein_coding,1,-1,36
AL355483.3,lncRNA,1,1,1
AL355483.1,lncRNA,1,1,1
AL355483.2,lncRNA,1,1,1
LINC01771,lncRNA,1,1,1
AC119428.2,lncRNA,1,1,1
AC119428.1,lncRNA,1,-1,1
LINC02812,lncRNA,1,-1,2
SLC25A3P1,transcribed_processed_pseudogene,1,-1,6
AL365445.1,processed_pseudogene,1,-1,1
DMRTB1,protein_coding,1,1,2
GLIS1,protein_coding,1,-1,2
RNU7-95P,snRNA,1,-1,1
NDC1,protein_coding,1,-1,2
AL049745.1,snoRNA,1,-1,1
AL049745.2,processed_pseudogene,1,1,1
YIPF1,protein_coding,1,-1,7
DIO1,protein_coding,1,1,17
ZNF436-AS1,lncRNA,1,1,7
ZNF436,protein_coding,1,-1,2
HNRNPR,protein_coding,1,-1,14
AL109936.8,lncRNA,1,1,1
LINC01355,lncRNA,1,-1,6
RNU6-135P,snRNA,1,1,1
HTR1D,protein_coding,1,-1,1
AL109936.2,processed_pseudogene,1,1,1
RNU6-514P,snRNA,1,1,1
LUZP1,protein_coding,1,-1,5
AL161672.1,processed_pseudogene,1,1,1
MIR3115,miRNA,1,1,1
AL031428.2,miRNA,1,-1,1
AL031428.1,lncRNA,1,-1,1
KDM1A,protein_coding,1,1,6
TEX46,protein_coding,1,-1,3
AL512444.1,lncRNA,1,-1,1
MIR4253,miRNA,1,-1,1
LACTBL1,protein_coding,1,-1,2
MIR4684,miRNA,1,1,1
EPHB2,protein_coding,1,1,7
C1QB,protein_coding,1,1,3
C1QC,protein_coding,1,1,3
MIR6127,miRNA,1,-1,1
C1QA,protein_coding,1,1,3
EPHA8,protein_coding,1,1,2
ZBTB40,protein_coding,1,1,5
ZBTB40-IT1,lncRNA,1,1,1
CPLANE2,protein_coding,1,-1,2
MT1XP1,processed_pseudogene,1,-1,1
FBXO42,protein_coding,1,-1,4
SZRD1,protein_coding,1,1,10
RPL22P3,processed_pseudogene,1,-1,1
SPATA21,protein_coding,1,-1,6
NECAP2,protein_coding,1,1,12
LINC01772,lncRNA,1,1,1
CROCCP3,transcribed_unprocessed_pseudogene,1,-1,6
RNU1-1,snRNA,1,-1,1
AL137802.2,lncRNA,1,1,1
AL137802.3,lncRNA,1,1,1
AL137802.1,lncRNA,1,1,1
LINC01783,lncRNA,1,-1,2
RNU1-6P,snRNA,1,-1,1
AL355149.1,unprocessed_pseudogene,1,-1,1
NBPF1,protein_coding,1,-1,7
AL137798.1,lncRNA,1,1,1
CROCCP2,transcribed_unprocessed_pseudogene,1,-1,7
AL137798.3,transcribed_unprocessed_pseudogene,1,-1,1
MST1P2,unprocessed_pseudogene,1,1,1
AL137798.2,lncRNA,1,1,1
RNU1-3,snRNA,1,-1,1
AL021920.2,unprocessed_pseudogene,1,-1,1
EIF1AXP1,processed_pseudogene,1,-1,1
ESPNP,transcribed_unprocessed_pseudogene,1,-1,3
AL021920.1,lncRNA,1,1,1
AL021920.3,lncRNA,1,-1,1
CROCC,protein_coding,1,1,13
CROCCP4,transcribed_unprocessed_pseudogene,1,1,2
RNU1-4,snRNA,1,1,1
MST1L,transcribed_unprocessed_pseudogene,1,-1,6
BX284668.1,lncRNA,1,-1,2
BX284668.3,unprocessed_pseudogene,1,1,1
MIR3675,miRNA,1,-1,1
BX284668.2,lncRNA,1,1,10
RNU1-5P,snRNA,1,1,1
BX284668.5,lncRNA,1,-1,7
BX284668.4,processed_pseudogene,1,1,1
RNU1-2,snRNA,1,1,1
BX284668.6,lncRNA,1,-1,1
MFAP2,protein_coding,1,-1,6
AL049569.2,lncRNA,1,1,1
AL049569.1,lncRNA,1,1,1
ATP13A2,protein_coding,1,-1,14
AL049569.3,protein_coding,1,-1,1
SDHB,protein_coding,1,-1,8
PADI2,protein_coding,1,-1,4
LINC02783,lncRNA,1,1,2
AL590644.1,lncRNA,1,-1,1
PADI1,protein_coding,1,1,4
PADI3,protein_coding,1,1,1
MIR3972,miRNA,1,1,1
PADI4,protein_coding,1,1,5
PADI6,protein_coding,1,1,1
RCC2,protein_coding,1,-1,3
RCC2-AS1,lncRNA,1,1,1
ARHGEF10L,protein_coding,1,1,9
LINC02810,lncRNA,1,1,4
ACTL8,protein_coding,1,1,2
AL357509.1,lncRNA,1,1,1
LINC01654,lncRNA,1,1,1
IGSF21,protein_coding,1,1,4
AL365209.1,TEC,1,1,1
IGSF21-AS1,lncRNA,1,-1,1
AL591896.1,lncRNA,1,1,1
KLHDC7A,protein_coding,1,1,1
DYNLL1P3,processed_pseudogene,1,1,1
AL031737.1,processed_pseudogene,1,1,1
PAX7,protein_coding,1,1,3
TAS1R2,protein_coding,1,-1,1
ALDH4A1,protein_coding,1,-1,6
MIR4695,miRNA,1,-1,1
MIR1290,miRNA,1,-1,1
IFFO2,protein_coding,1,-1,3
AL137127.1,lncRNA,1,-1,1
UBR4,protein_coding,1,-1,17
EMC1-AS1,lncRNA,1,1,1
EMC1,protein_coding,1,-1,13
AKR7L,polymorphic_pseudogene,1,-1,4
MRTO4,protein_coding,1,1,3
AL035413.2,unprocessed_pseudogene,1,-1,1
AKR7A3,protein_coding,1,-1,1
AL035413.1,processed_pseudogene,1,1,1
AKR7A2,protein_coding,1,-1,5
RNU6-1099P,snRNA,1,-1,1
SLC66A1,protein_coding,1,1,6
CAPZB,protein_coding,1,-1,15
RN7SL277P,misc_RNA,1,1,1
MICOS10,protein_coding,1,1,11
RNU4-28P,snRNA,1,1,1
AL031727.2,lncRNA,1,-1,1
NBL1,protein_coding,1,1,14
MICOS10-NBL1,protein_coding,1,1,3
AL031727.1,processed_pseudogene,1,1,1
HTR6,protein_coding,1,1,1
TMCO4,protein_coding,1,-1,8
RNF186,protein_coding,1,-1,1
AL391883.1,lncRNA,1,1,1
OTUD3,protein_coding,1,1,3
PLA2G2E,protein_coding,1,-1,1
RN7SL304P,misc_RNA,1,1,1
PLA2G2A,protein_coding,1,-1,8
PLA2G5,protein_coding,1,1,8
PLA2G2D,protein_coding,1,-1,2
PLA2G2F,protein_coding,1,1,2
Z98257.1,lncRNA,1,1,4
PLA2G2C,protein_coding,1,-1,3
UBXN10-AS1,lncRNA,1,-1,1
UBXN10,protein_coding,1,1,1
LINC01757,lncRNA,1,1,2
Z98257.2,lncRNA,1,1,2
VWA5B1,protein_coding,1,1,8
AL020998.1,lncRNA,1,-1,1
LINC01141,lncRNA,1,-1,11
AL139254.1,lncRNA,1,-1,1
AL139254.2,lncRNA,1,1,2
AL139254.3,lncRNA,1,-1,1
CAMK2N1,protein_coding,1,-1,2
MUL1,protein_coding,1,-1,1
RPS4XP4,processed_pseudogene,1,1,1
FAM43B,protein_coding,1,1,1
CDA,protein_coding,1,1,2
PINK1,protein_coding,1,1,3
MIR6084,miRNA,1,1,1
PINK1-AS,lncRNA,1,-1,1
DDOST,protein_coding,1,-1,5
KIF17,protein_coding,1,-1,9
AL663074.2,unprocessed_pseudogene,1,-1,1
SH2D5,protein_coding,1,-1,7
AL663074.1,lncRNA,1,1,1
HP1BP3,protein_coding,1,-1,14
EIF4G3,protein_coding,1,-1,14
RNU7-200P,snRNA,1,1,1
MIR1256,miRNA,1,-1,1
RPS15AP6,processed_pseudogene,1,-1,1
AL627311.1,processed_pseudogene,1,-1,1
HSPE1P27,processed_pseudogene,1,1,1
AL031005.2,lncRNA,1,1,1
ECE1,protein_coding,1,-1,14
AL031005.1,lncRNA,1,1,1
ECE1-AS1,lncRNA,1,1,2
PPP1R11P1,processed_pseudogene,1,1,1
AL592309.1,unprocessed_pseudogene,1,-1,1
AL592309.2,lncRNA,1,1,2
NBPF2P,unprocessed_pseudogene,1,-1,1
HS6ST1P1,processed_pseudogene,1,1,1
CROCCP5,unprocessed_pseudogene,1,1,1
NBPF3,protein_coding,1,1,13
PFN1P10,processed_pseudogene,1,-1,1
ALPL,protein_coding,1,1,7
LINC02596,lncRNA,1,1,1
RAP1GAP,protein_coding,1,-1,13
USP48,protein_coding,1,-1,15
AL590103.1,processed_pseudogene,1,1,1
LDLRAD2,protein_coding,1,1,3
HSPG2,protein_coding,1,-1,15
AL590556.1,processed_pseudogene,1,1,1
AL590556.2,transcribed_unitary_pseudogene,1,-1,2
CELA3B,protein_coding,1,1,4
AL590556.3,lncRNA,1,1,2
RN7SL386P,misc_RNA,1,1,1
RNU6-1022P,snRNA,1,1,1
CELA3A,protein_coding,1,1,3
RN7SL186P,misc_RNA,1,1,1
RNU6-776P,snRNA,1,1,1
LINC01635,lncRNA,1,-1,6
LINC00339,lncRNA,1,1,13
CDC42,protein_coding,1,1,11
CDC42-AS1,lncRNA,1,-1,1
AL031281.1,transcribed_processed_pseudogene,1,1,1
CDC42-IT1,lncRNA,1,1,1
MPHOSPH6P1,processed_pseudogene,1,-1,1
WNT4,protein_coding,1,-1,3
AL445253.1,lncRNA,1,1,1
MIR4418,miRNA,1,1,1
PPIAP34,processed_pseudogene,1,-1,1
AL591122.1,TEC,1,-1,1
CTRC,protein_coding,1,1,4
CELA2A,protein_coding,1,1,3
CELA2B,protein_coding,1,1,4
CASP9,protein_coding,1,-1,11
DNAJC16,protein_coding,1,1,10
SCARNA21B,scaRNA,1,1,1
AL121992.3,lncRNA,1,-1,1
AGMAT,protein_coding,1,-1,1
AL121992.1,lncRNA,1,-1,1
CHCHD2P6,processed_pseudogene,1,1,1
RNU7-179P,snRNA,1,-1,1
CD24P1,processed_pseudogene,1,-1,1
DDI2,protein_coding,1,1,6
RSC1A1,protein_coding,1,1,1
AL121992.2,lncRNA,1,-1,1
PLEKHM2,protein_coding,1,1,5
AL450998.2,lncRNA,1,-1,3
SLC25A34,protein_coding,1,1,3
SLC25A34-AS1,lncRNA,1,-1,1
TMEM82,protein_coding,1,1,2
FBLIM1,protein_coding,1,1,15
RPL12P14,processed_pseudogene,1,1,1
UQCRHL,protein_coding,1,-1,1
AL450998.1,processed_pseudogene,1,1,1
FLJ37453,lncRNA,1,-1,1
SPEN,protein_coding,1,1,6
AL034555.1,unprocessed_pseudogene,1,-1,1
ZBTB17,protein_coding,1,-1,16
AL355994.4,processed_pseudogene,1,1,1
AL355994.1,unprocessed_pseudogene,1,1,1
AL355994.5,processed_pseudogene,1,-1,1
TBC1D3P6,unprocessed_pseudogene,1,1,1
SRARP,protein_coding,1,1,1
AL355994.3,lncRNA,1,-1,1
HSPB7,protein_coding,1,-1,7
CLCNKA,protein_coding,1,1,7
AL355994.2,unprocessed_pseudogene,1,-1,1
CLCNKB,protein_coding,1,1,4
FAM131C,protein_coding,1,-1,2
EPHA2,protein_coding,1,-1,4
AL451042.2,lncRNA,1,1,1
AL451042.1,lncRNA,1,1,1
ARHGEF19-AS1,lncRNA,1,1,1
ARHGEF19,protein_coding,1,-1,6
ANO7L1,transcribed_unprocessed_pseudogene,1,-1,3
AL109627.1,lncRNA,1,-1,1
PRDM2,protein_coding,1,1,14
KAZN,protein_coding,1,1,9
RNU6-1265P,snRNA,1,-1,1
AL357873.1,lncRNA,1,-1,2
KAZN-AS1,lncRNA,1,-1,7
TBCAP2,processed_pseudogene,1,-1,1
AL031293.1,lncRNA,1,-1,1
TMEM51-AS1,lncRNA,1,-1,6
TMEM51,protein_coding,1,1,6
C1orf195,lncRNA,1,-1,2
MFFP1,processed_pseudogene,1,-1,1
ZBTB2P1,processed_pseudogene,1,1,1
FHAD1,protein_coding,1,1,22
FHAD1-AS1,lncRNA,1,-1,1
AL031283.2,lncRNA,1,-1,1
AL031283.1,lncRNA,1,-1,2
EFHD2,protein_coding,1,1,2
PLOD1,protein_coding,1,1,9
AL096840.3,lncRNA,1,-1,1
MFN2,protein_coding,1,1,33
AL096840.2,processed_pseudogene,1,-1,1
MIIP,protein_coding,1,1,7
AL096840.1,misc_RNA,1,-1,1
MIR6729,miRNA,1,1,1
RN7SL649P,misc_RNA,1,-1,1
TNFRSF8,protein_coding,1,1,5
RNU6-777P,snRNA,1,-1,1
RPL23AP89,processed_pseudogene,1,-1,1
AL357835.1,lncRNA,1,-1,1
MIR7846,miRNA,1,1,1
TNFRSF1B,protein_coding,1,1,4
MIR4632,miRNA,1,1,1
RPL10P17,processed_pseudogene,1,-1,1
SNORA70,snoRNA,1,-1,1
VPS13D,protein_coding,1,1,20
SNORA59A,snoRNA,1,1,1
LINC02766,lncRNA,1,1,1
DHRS3,protein_coding,1,-1,4
RNU6ATAC18P,snRNA,1,-1,1
MIR6730,miRNA,1,-1,1
AC254633.1,lncRNA,1,-1,1
AADACL4,protein_coding,1,1,1
AC244670.1,processed_pseudogene,1,1,1
AADACL3,protein_coding,1,1,2
C1orf158,protein_coding,1,1,3
PRAMEF12,protein_coding,1,1,1
PRAMEF1,protein_coding,1,1,2
LINC01784,lncRNA,1,-1,1
PRAMEF11,protein_coding,1,-1,1
PRAMEF30P,unprocessed_pseudogene,1,-1,1
HNRNPCL1,protein_coding,1,-1,1
PRAMEF2,protein_coding,1,1,1
PRAMEF4,protein_coding,1,-1,1
PRAMEF10,protein_coding,1,-1,1
PRAMEF7,protein_coding,1,1,2
RNU6-1072P,snRNA,1,1,1
PRAMEF29P,unprocessed_pseudogene,1,1,1
PRAMEF6,protein_coding,1,-1,2
PRAMEF28P,unprocessed_pseudogene,1,1,1
PRAMEF27,protein_coding,1,-1,1
HNRNPCL3,protein_coding,1,1,1
PRAMEF25,protein_coding,1,1,2
PRAMEF34P,unprocessed_pseudogene,1,-1,1
PRAMEF35P,unprocessed_pseudogene,1,-1,1
HNRNPCL2,protein_coding,1,-1,1
PRAMEF36P,transcribed_unprocessed_pseudogene,1,1,2
AC245056.1,lncRNA,1,-1,1
PRAMEF26,protein_coding,1,-1,1
HNRNPCL4,protein_coding,1,-1,1
PRAMEF9,protein_coding,1,1,1
PRAMEF13,protein_coding,1,-1,2
PRAMEF18,protein_coding,1,-1,1
PRAMEF31P,unprocessed_pseudogene,1,1,1
PRAMEF5,protein_coding,1,1,1
PRAMEF32P,unprocessed_pseudogene,1,-1,1
RNU6-771P,snRNA,1,-1,1
PRAMEF8,protein_coding,1,-1,3
PRAMEF33,protein_coding,1,1,1
PRAMEF15,protein_coding,1,1,1
AC243961.1,lncRNA,1,1,1
PRAMEF14,protein_coding,1,-1,2
PRAMEF19,protein_coding,1,-1,1
PRAMEF17,protein_coding,1,1,1
PRAMEF20,protein_coding,1,1,2
LRRC38,protein_coding,1,-1,1
AL354712.1,lncRNA,1,1,1
BRWD1P1,processed_pseudogene,1,1,1
PDPN,protein_coding,1,1,12
RNA5SP41,rRNA_pseudogene,1,-1,1
AL359771.1,lncRNA,1,-1,1
AL359771.2,scaRNA,1,-1,1
LINC01342,lncRNA,1,1,1
MIR200B,miRNA,1,1,1
MIR200A,miRNA,1,1,1
MIR429,miRNA,1,1,1
AL390719.2,lncRNA,1,1,1
TTLL10-AS1,lncRNA,1,-1,1
TTLL10,protein_coding,1,1,8
TNFRSF18,protein_coding,1,-1,4
TNFRSF4,protein_coding,1,-1,3
SDF4,protein_coding,1,-1,8
B3GALT6,protein_coding,1,1,1
C1QTNF12,protein_coding,1,-1,5
AL162741.1,lncRNA,1,-1,1
UBE2J2,protein_coding,1,-1,20
LINC01786,lncRNA,1,1,2
SCNN1D,protein_coding,1,1,8
ACAP3,protein_coding,1,-1,13
MIR6726,miRNA,1,-1,1
PUSL1,protein_coding,1,1,5
INTS11,protein_coding,1,-1,50
MIR6727,miRNA,1,-1,1
AL139287.1,lncRNA,1,-1,1
CPTP,protein_coding,1,1,3
TAS1R3,protein_coding,1,1,1
DVL1,protein_coding,1,-1,8
MIR6808,miRNA,1,-1,1
MXRA8,protein_coding,1,-1,10
AURKAIP1,protein_coding,1,-1,6
NDUFB4P8,processed_pseudogene,1,1,1
CCNL2,protein_coding,1,-1,20
MRPL20-AS1,lncRNA,1,1,9
MRPL20,protein_coding,1,-1,6
RN7SL657P,misc_RNA,1,-1,1
MRPL20-DT,lncRNA,1,1,1
ANKRD65,protein_coding,1,-1,5
AL391244.1,lncRNA,1,1,1
TMEM88B,protein_coding,1,1,1
LINC01770,lncRNA,1,-1,4
VWA1,protein_coding,1,1,4
ATAD3C,protein_coding,1,1,3
ATAD3B,protein_coding,1,1,6
AL645728.2,transcribed_unprocessed_pseudogene,1,1,2
ATAD3A,protein_coding,1,1,8
TMEM240,protein_coding,1,-1,3
SSU72,protein_coding,1,-1,4
AL645728.1,lncRNA,1,1,2
AL691432.3,processed_pseudogene,1,-1,1
FNDC10,protein_coding,1,-1,1
AL691432.4,lncRNA,1,1,1
AL691432.2,lncRNA,1,-1,1
MIB2,protein_coding,1,1,32
MMP23B,protein_coding,1,1,10
CDK11B,protein_coding,1,-1,9
FO704657.1,lncRNA,1,1,1
SLC35E2B,protein_coding,1,-1,5
AL691432.1,transcribed_processed_pseudogene,1,1,2
MMP23A,unprocessed_pseudogene,1,1,1
CDK11A,protein_coding,1,-1,23
AL031282.2,lncRNA,1,-1,1
AL031282.1,transcribed_processed_pseudogene,1,1,4
SLC35E2A,protein_coding,1,-1,6
NADK,protein_coding,1,-1,17
GNB1,protein_coding,1,-1,10
AL109917.1,lncRNA,1,1,1
CALML6,protein_coding,1,1,4
TMEM52,protein_coding,1,-1,6
CFAP74,protein_coding,1,-1,10
AL391845.2,lncRNA,1,-1,2
GABRD,protein_coding,1,1,19
AL391845.1,lncRNA,1,-1,2
PRKCZ,protein_coding,1,1,26
AL590822.2,lncRNA,1,-1,1
PRKCZ-AS1,lncRNA,1,-1,2
FAAP20,protein_coding,1,-1,15
AL590822.1,lncRNA,1,1,1
SKI,protein_coding,1,1,4
AL590822.3,lncRNA,1,1,2
MORN1,protein_coding,1,-1,11
AL589739.1,lncRNA,1,-1,1
AL513477.1,transcribed_processed_pseudogene,1,-1,2
AL513477.2,lncRNA,1,-1,1
RER1,protein_coding,1,1,9
PEX10,protein_coding,1,-1,9
PLCH2,protein_coding,1,1,8
AL139246.1,lncRNA,1,-1,1
AL139246.4,lncRNA,1,-1,1
PANK4,protein_coding,1,-1,12
HES5,protein_coding,1,-1,1
AL139246.5,lncRNA,1,1,2
TNFRSF14-AS1,lncRNA,1,-1,6
TNFRSF14,protein_coding,1,1,16
AL139246.2,TEC,1,1,1
AL139246.3,lncRNA,1,1,1
PRXL2B,protein_coding,1,1,15
MMEL1,protein_coding,1,-1,9
MMEL1-AS1,lncRNA,1,1,1
TTC34,protein_coding,1,-1,2
AC242022.2,lncRNA,1,1,1
